index	loc	scaffold	locus	posit	target	dist	f1	f2	signif	select	parent	swap	new_signif
211	CN_S000008M1324180	CN_S000008	CN_S000008M1324180	1324180	CN_S000008M1380936	21.5	0.0918803418803419	0.0248756218905473	201	small		NA	201
212	CN_S000008M1380936	CN_S000008	CN_S000008M1380936	1380936	CN_S000008M2395102	20.5	0.0876068376068376	0.042654028436019	211	small		NA	211
213	CN_S000008M1700314	CN_S000008	CN_S000008M1700314	1700314	CN_S000008M2395102	44	0.188034188034188	0.0602409638554217	166	large		NA	166
214	CN_S000008M1700419	CN_S000008	CN_S000008M1700419	1700419	CN_S000008M1380936	37.5	0.16025641025641	0.0350877192982456	171	small		NA	171
215	CN_S000008M1771716	CN_S000008	CN_S000008M1771716	1771716	CN_S000008M2395102	22.5	0.0961538461538462	0.0390243902439024	205	small		NA	205
216	CN_S000008M1776744	CN_S000008	CN_S000008M1776744	1776744	CN_S000008M2395102	24.5	0.104700854700855	0.0574162679425837	209	large		NA	209
217	CN_S000008M2014549	CN_S000008	CN_S000008M2014549	2014549	CN_S000008M2395102	13.5	0.0576923076923077	0.00478468899521531	209	small		NA	209
218	CN_S000008M2128186	CN_S000008	CN_S000008M2128186	2128186	CN_S000008M2395102	29.5	0.126068376068376	0.0111731843575419	179	small		NA	179
219	CN_S000008M2128516	CN_S000008	CN_S000008M2128516	2128516	CN_S000008M2395102	13.5	0.0576923076923077	0.00947867298578199	211	small		NA	211
220	CN_S000008M2201709	CN_S000008	CN_S000008M2201709	2201709	CN_S000008M2395102	11	0.047008547008547	0.0137614678899083	218	small		NA	218
221	CN_S000008M2385129	CN_S000008	CN_S000008M2385129	2385129	CN_S000008M2385130	27.5	0.117521367521368	0	179	quasi-redundent	95	no	231
222	CN_S000008M2385130	CN_S000008	CN_S000008M2385130	2385130	CN_S000008M2385129	27.5	0.117521367521368	0	179	chosen	10990	no	231
223	CN_S000008M2395102	CN_S000008	CN_S000008M2395102	2395102	CN_S000008M2201709	11	0.047008547008547	0.0137614678899083	218	small		NA	218
224	CN_S000008M2454270	CN_S000008	CN_S000008M2454270	2454270	CN_S000008M2395102	18	0.0769230769230769	0.0147058823529412	204	small		NA	204
225	CN_S000008M2536347	CN_S000008	CN_S000008M2536347	2536347	CN_S000008M2536348	10.5	0.0448717948717949	0	213	quasi-redundent	99	no	213
226	CN_S000008M2536348	CN_S000008	CN_S000008M2536348	2536348	CN_S000008M2536347	10.5	0.0448717948717949	0	213	chosen	10990	no	213
227	CN_S000008M2536351	CN_S000008	CN_S000008M2536351	2536351	CN_S000008M2536347	10.5	0.0448717948717949	0	213	quasi-redundent	99	no	213
228	CN_S000008M2536357	CN_S000008	CN_S000008M2536357	2536357	CN_S000008M2536347	10.5	0.0448717948717949	0	213	quasi-redundent	99	no	213
229	CN_S000008M2574903	CN_S000008	CN_S000008M2574903	2574903	CN_S000008M2395102	18	0.0769230769230769	0.0416666666666667	216	small		NA	216
230	CN_S000008M2578578	CN_S000008	CN_S000008M2578578	2578578	CN_S000008M2578587	12.5	0.0534188034188034	0.00938967136150235	213	small		NA	213
231	CN_S000008M2578587	CN_S000008	CN_S000008M2578587	2578587	CN_S000008M2578578	12.5	0.0534188034188034	0.00938967136150235	213	small		NA	213
232	CN_S000008M2631459	CN_S000008	CN_S000008M2631459	2631459	CN_S000008M2536347	27.5	0.117521367521368	0.031413612565445	191	small		NA	191
233	CN_S000008M2700793	CN_S000008	CN_S000008M2700793	2700793	CN_S000008M2395102	25.5	0.108974358974359	0.0492610837438424	203	small		NA	203
234	CN_S000008M2795081	CN_S000008	CN_S000008M2795081	2795081	CN_S000008M2536347	31	0.132478632478632	0.0113636363636364	176	small		NA	176
235	CN_S000008M2800816	CN_S000008	CN_S000008M2800816	2800816	CN_S000008M2395102	18.5	0.0790598290598291	0.033175355450237	211	small		NA	211
236	CN_S000008M2886884	CN_S000008	CN_S000008M2886884	2886884	CN_S000008M2800816	37	0.158119658119658	0.0348837209302326	172	small		NA	172
237	CN_S000008M3193169	CN_S000008	CN_S000008M3193169	3193169	CN_S000008M2395102	34	0.145299145299145	0.0537634408602151	186	large		NA	186
238	CN_S000008M3332121	CN_S000008	CN_S000008M3332121	3332121	CN_S000008M3380434	21	0.0897435897435897	0.02	200	small		NA	200
239	CN_S000008M3380434	CN_S000008	CN_S000008M3380434	3380434	CN_S000008M3474427	20.5	0.0876068376068376	0.0150753768844221	199	small		NA	199
240	CN_S000008M3394639	CN_S000008	CN_S000008M3394639	3394639	CN_S000008M3380434	24	0.102564102564103	0.0206185567010309	194	small		NA	194
241	CN_S000008M3465619	CN_S000008	CN_S000008M3465619	3465619	CN_S000008M3380434	22	0.094017094017094	0.0202020202020202	198	small		NA	198
242	CN_S000008M3474427	CN_S000008	CN_S000008M3474427	3474427	CN_S000008M3380434	20.5	0.0876068376068376	0.0150753768844221	199	small		NA	199
243	CN_S000009M862836	CN_S000009	CN_S000009M862836	862836	NA	NA	NA	NA	234	single		NA	234
244	CN_S000012M261921	CN_S000012	CN_S000012M261921	261921	CN_S000012M389390	40	0.170940170940171	0.0625	176	large		NA	176
245	CN_S000012M389390	CN_S000012	CN_S000012M389390	389390	CN_S000012M261921	40	0.170940170940171	0.0625	176	large		NA	176
246	CN_S000012M487021	CN_S000012	CN_S000012M487021	487021	CN_S000012M389390	40.5	0.173076923076923	0.0677966101694915	177	large		NA	177
247	CN_S000015M566201	CN_S000015	CN_S000015M566201	566201	CN_S000015M567464	23	0.0982905982905983	0.0480769230769231	208	small		NA	208
248	CN_S000015M567457	CN_S000015	CN_S000015M567457	567457	CN_S000015M567464	8.5	0.0363247863247863	0	217	chosen	NA	yes	220
249	CN_S000015M567464	CN_S000015	CN_S000015M567464	567464	CN_S000015M567457	8.5	0.0363247863247863	0	217	swaped	120	yes	217
250	CN_S000024M76952	CN_S000024	CN_S000024M76952	76952	CN_S000024M76954	8	0.0341880341880342	0	218	quasi-redundent	9225	no	218
251	CN_S000024M76954	CN_S000024	CN_S000024M76954	76954	CN_S000024M76952	8	0.0341880341880342	0	218	chosen	10990	no	218
252	CN_S000025M68157	CN_S000025	CN_S000025M68157	68157	CN_S000025M1254492	30.5	0.13034188034188	0.0273224043715847	183	small		NA	183
253	CN_S000025M355099	CN_S000025	CN_S000025M355099	355099	CN_S000025M733473	23.5	0.10042735042735	0.0155440414507772	193	small		NA	193
254	CN_S000025M733473	CN_S000025	CN_S000025M733473	733473	CN_S000025M355099	23.5	0.10042735042735	0.0155440414507772	193	small		NA	193
255	CN_S000025M834544	CN_S000025	CN_S000025M834544	834544	CN_S000025M834590	25.5	0.108974358974359	0	183	quasi-redundent	126	no	214
256	CN_S000025M834590	CN_S000025	CN_S000025M834590	834590	CN_S000025M834544	25.5	0.108974358974359	0	183	chosen	10990	no	214
257	CN_S000025M834642	CN_S000025	CN_S000025M834642	834642	CN_S000025M834675	9	0.0384615384615385	0	216	quasi-redundent	129	no	216
258	CN_S000025M834674	CN_S000025	CN_S000025M834674	834674	CN_S000025M834642	12	0.0512820512820513	0.00471698113207547	212	small		NA	212
259	CN_S000025M834675	CN_S000025	CN_S000025M834675	834675	CN_S000025M834642	9	0.0384615384615385	0	216	chosen	10990	no	216
260	CN_S000025M834680	CN_S000025	CN_S000025M834680	834680	CN_S000025M834642	9	0.0384615384615385	0	216	quasi-redundent	129	no	216
261	CN_S000025M834682	CN_S000025	CN_S000025M834682	834682	CN_S000025M834642	9	0.0384615384615385	0	216	quasi-redundent	129	no	216
262	CN_S000025M919332	CN_S000025	CN_S000025M919332	919332	CN_S000025M1254492	21.5	0.0918803418803419	0.0341463414634146	205	small		NA	205
263	CN_S000025M1242931	CN_S000025	CN_S000025M1242931	1242931	CN_S000025M834642	21	0.0897435897435897	0.0247524752475248	202	small		NA	202
264	CN_S000025M1254492	CN_S000025	CN_S000025M1254492	1254492	CN_S000025M2390474	20	0.0854700854700855	0.0380952380952381	210	small		NA	210
265	CN_S000025M1255588	CN_S000025	CN_S000025M1255588	1255588	CN_S000025M1254492	35	0.14957264957265	0.0176470588235294	170	small		NA	170
266	CN_S000025M1259617	CN_S000025	CN_S000025M1259617	1259617	CN_S000025M2390474	20.5	0.0876068376068376	0.0382775119617225	209	small		NA	209
267	CN_S000025M1262651	CN_S000025	CN_S000025M1262651	1262651	CN_S000025M2390474	31.5	0.134615384615385	0.0223463687150838	179	small		NA	179
268	CN_S000025M1619879	CN_S000025	CN_S000025M1619879	1619879	CN_S000025M1254492	26	0.111111111111111	0.0260416666666667	192	small		NA	192
269	CN_S000025M1628512	CN_S000025	CN_S000025M1628512	1628512	CN_S000025M1628527	35	0.14957264957265	0	164	quasi-redundent	140	no	218
270	CN_S000025M1628527	CN_S000025	CN_S000025M1628527	1628527	CN_S000025M1628512	35	0.14957264957265	0	164	chosen	10990	no	218
271	CN_S000025M1628590	CN_S000025	CN_S000025M1628590	1628590	CN_S000025M2390474	21	0.0897435897435897	0.0294117647058824	204	small		NA	204
272	CN_S000025M1642632	CN_S000025	CN_S000025M1642632	1642632	CN_S000025M834642	33	0.141025641025641	0.0280898876404494	178	small		NA	178
273	CN_S000025M2390474	CN_S000025	CN_S000025M2390474	2390474	CN_S000025M2390485	6	0.0256410256410256	0	222	quasi-redundent	144	no	231
274	CN_S000025M2390485	CN_S000025	CN_S000025M2390485	2390485	CN_S000025M2390474	6	0.0256410256410256	0	222	chosen	10990	no	231
275	CN_S000025M2965146	CN_S000025	CN_S000025M2965146	2965146	CN_S000025M1254492	31.5	0.134615384615385	0.0327868852459016	183	small		NA	183
276	CN_S000025M2983880	CN_S000025	CN_S000025M2983880	2983880	CN_S000025M2390474	27	0.115384615384615	0.05	200	small		NA	200
277	CN_S000025M2995606	CN_S000025	CN_S000025M2995606	2995606	CN_S000025M2390474	19.5	0.0833333333333333	0.0197044334975369	203	small		NA	203
278	CN_S000027M32646	CN_S000027	CN_S000027M32646	32646	CN_S000027M104036	29	0.123931623931624	0.0416666666666667	192	small		NA	192
279	CN_S000027M36478	CN_S000027	CN_S000027M36478	36478	CN_S000027M36501	26.5	0.113247863247863	0	181	quasi-redundent	150	no	213
280	CN_S000027M36501	CN_S000027	CN_S000027M36501	36501	CN_S000027M36478	26.5	0.113247863247863	0	181	chosen	10990	no	213
281	CN_S000027M36509	CN_S000027	CN_S000027M36509	36509	CN_S000027M36478	26.5	0.113247863247863	0	181	quasi-redundent	150	no	213
282	CN_S000027M104036	CN_S000027	CN_S000027M104036	104036	CN_S000027M32646	29	0.123931623931624	0.0416666666666667	192	small		NA	192
283	CN_S000027M124297	CN_S000027	CN_S000027M124297	124297	CN_S000027M32646	40.5	0.173076923076923	0.0578034682080925	173	large		NA	173
284	CN_S000029M533709	CN_S000029	CN_S000029M533709	533709	CN_S000029M1524873	33.5	0.143162393162393	0.0335195530726257	179	small		NA	179
285	CN_S000029M1524873	CN_S000029	CN_S000029M1524873	1524873	CN_S000029M533709	33.5	0.143162393162393	0.0335195530726257	179	small		NA	179
286	CN_S000030M506378	CN_S000030	CN_S000030M506378	506378	CN_S000030M511767	44.5	0.19017094017094	0.0261437908496732	153	small		NA	153
287	CN_S000030M506409	CN_S000030	CN_S000030M506409	506409	CN_S000030M511767	39	0.166666666666667	0	156	chosen	NA	yes	217
288	CN_S000030M511767	CN_S000030	CN_S000030M511767	511767	CN_S000030M511774	22	0.094017094017094	0	190	quasi-redundent	155	yes	204
289	CN_S000030M511774	CN_S000030	CN_S000030M511774	511774	CN_S000030M511767	22	0.094017094017094	0	190	swaped	155	yes	211
290	CN_S000030M2276345	CN_S000030	CN_S000030M2276345	2276345	CN_S000030M511767	34	0.145299145299145	0.0284090909090909	176	small		NA	176
291	CN_S000030M2284798	CN_S000030	CN_S000030M2284798	2284798	CN_S000030M2276345	41.5	0.177350427350427	0.0424242424242424	165	small		NA	165
292	CN_S000030M3959582	CN_S000030	CN_S000030M3959582	3959582	CN_S000030M2276345	43	0.183760683760684	0.122448979591837	196	large		NA	196
293	CN_S000032M111998	CN_S000032	CN_S000032M111998	111998	CN_S000032M474820	19	0.0811965811965812	0.0242718446601942	206	small		NA	206
294	CN_S000032M124348	CN_S000032	CN_S000032M124348	124348	CN_S000032M1891111	21	0.0897435897435897	0.0151515151515152	198	small		NA	198
295	CN_S000032M125701	CN_S000032	CN_S000032M125701	125701	CN_S000032M474820	16	0.0683760683760684	0.00970873786407767	206	small		NA	206
296	CN_S000032M128231	CN_S000032	CN_S000032M128231	128231	CN_S000032M474820	20	0.0854700854700855	0.0198019801980198	202	small		NA	202
297	CN_S000032M474820	CN_S000032	CN_S000032M474820	474820	CN_S000032M125701	16	0.0683760683760684	0.00970873786407767	206	small		NA	206
298	CN_S000032M675968	CN_S000032	CN_S000032M675968	675968	CN_S000032M125701	43	0.183760683760684	0.102150537634409	186	large		NA	186
299	CN_S000032M1891111	CN_S000032	CN_S000032M1891111	1891111	CN_S000032M124348	21	0.0897435897435897	0.0151515151515152	198	small		NA	198
300	CN_S000032M2720269	CN_S000032	CN_S000032M2720269	2720269	CN_S000032M125701	43	0.183760683760684	0.0795454545454545	176	large		NA	176
301	CN_S000034M249514	CN_S000034	CN_S000034M249514	249514	CN_S000034M254595	28.5	0.121794871794872	0.0216216216216216	185	small		NA	185
302	CN_S000034M254595	CN_S000034	CN_S000034M254595	254595	CN_S000034M254600	14.5	0.061965811965812	0	205	quasi-redundent	171	no	218
303	CN_S000034M254600	CN_S000034	CN_S000034M254600	254600	CN_S000034M254595	14.5	0.061965811965812	0	205	chosen	10990	no	218
304	CN_S000034M328816	CN_S000034	CN_S000034M328816	328816	CN_S000034M377958	24.5	0.104700854700855	0.0304568527918782	197	small		NA	197
305	CN_S000034M377857	CN_S000034	CN_S000034M377857	377857	CN_S000034M377958	32	0.136752136752137	0.043010752688172	186	small		NA	186
306	CN_S000034M377958	CN_S000034	CN_S000034M377958	377958	CN_S000034M328816	24.5	0.104700854700855	0.0304568527918782	197	small		NA	197
307	CN_S000038M3727006	CN_S000038	CN_S000038M3727006	3727006	NA	NA	NA	NA	234	single		NA	234
308	CN_S000042M11713	CN_S000042	CN_S000042M11713	11713	CN_S000042M54755	43	0.183760683760684	0.0542168674698795	166	large		NA	166
309	CN_S000042M31176	CN_S000042	CN_S000042M31176	31176	CN_S000042M867709	61	0.260683760683761	0.170588235294118	170	outlier		NA	170
310	CN_S000042M54739	CN_S000042	CN_S000042M54739	54739	CN_S000042M342535	50	0.213675213675214	0.0347222222222222	144	small		NA	144
311	CN_S000042M54755	CN_S000042	CN_S000042M54755	54755	CN_S000042M867709	17.5	0.0747863247863248	0.0372093023255814	215	small		NA	215
312	CN_S000042M106103	CN_S000042	CN_S000042M106103	106103	CN_S000042M54755	23.5	0.10042735042735	0.0526315789473684	209	large		NA	209
313	CN_S000042M273060	CN_S000042	CN_S000042M273060	273060	CN_S000042M867709	35	0.14957264957265	0.0232558139534884	172	small		NA	172
314	CN_S000042M274275	CN_S000042	CN_S000042M274275	274275	CN_S000042M867709	24	0.102564102564103	0.0206185567010309	194	small		NA	194
315	CN_S000042M274358	CN_S000042	CN_S000042M274358	274358	CN_S000042M867709	20	0.0854700854700855	0.0101010101010101	198	small		NA	198
316	CN_S000042M281411	CN_S000042	CN_S000042M281411	281411	CN_S000042M1123256	19.5	0.0833333333333333	0.0050761421319797	197	small		NA	197
317	CN_S000042M342535	CN_S000042	CN_S000042M342535	342535	CN_S000042M342543	15.5	0.0662393162393162	0	203	quasi-redundent	185	no	222
318	CN_S000042M342543	CN_S000042	CN_S000042M342543	342543	CN_S000042M342535	15.5	0.0662393162393162	0	203	chosen	10990	no	222
319	CN_S000042M630779	CN_S000042	CN_S000042M630779	630779	CN_S000042M54755	42	0.179487179487179	0.0738636363636364	176	large		NA	176
320	CN_S000042M630864	CN_S000042	CN_S000042M630864	630864	CN_S000042M54755	24.5	0.104700854700855	0.0574162679425837	209	large		NA	209
321	CN_S000042M867709	CN_S000042	CN_S000042M867709	867709	CN_S000042M54755	17.5	0.0747863247863248	0.0372093023255814	215	small		NA	215
322	CN_S000042M920630	CN_S000042	CN_S000042M920630	920630	CN_S000042M920633	12	0.0512820512820513	0	210	quasi-redundent	190	no	225
323	CN_S000042M920633	CN_S000042	CN_S000042M920633	920633	CN_S000042M920630	12	0.0512820512820513	0	210	chosen	10990	no	225
324	CN_S000042M1123256	CN_S000042	CN_S000042M1123256	1123256	CN_S000042M281411	19.5	0.0833333333333333	0.0050761421319797	197	small		NA	197
325	CN_S000042M1142403	CN_S000042	CN_S000042M1142403	1142403	CN_S000042M54755	25.5	0.108974358974359	0.0447761194029851	201	small		NA	201
326	CN_S000042M1337702	CN_S000042	CN_S000042M1337702	1337702	CN_S000042M54755	33.5	0.143162393162393	0.0582010582010582	189	large		NA	189
327	CN_S000042M1384517	CN_S000042	CN_S000042M1384517	1384517	CN_S000042M54755	27	0.115384615384615	0.0360824742268041	194	small		NA	194
328	CN_S000042M1422631	CN_S000042	CN_S000042M1422631	1422631	CN_S000042M867709	31	0.132478632478632	0.0473684210526316	190	small		NA	190
329	CN_S000044M139174	CN_S000044	CN_S000044M139174	139174	CN_S000044M478669	31.5	0.134615384615385	0.0427807486631016	187	small		NA	187
330	CN_S000044M478669	CN_S000044	CN_S000044M478669	478669	CN_S000044M139174	31.5	0.134615384615385	0.0427807486631016	187	small		NA	187
331	CN_S000044M533285	CN_S000044	CN_S000044M533285	533285	CN_S000044M139174	43.5	0.185897435897436	0.0258064516129032	155	small		NA	155
332	CN_S000044M1012729	CN_S000044	CN_S000044M1012729	1012729	CN_S000044M139174	44.5	0.19017094017094	0.0440251572327044	159	small		NA	159
333	CN_S000046M93458	CN_S000046	CN_S000046M93458	93458	CN_S000046M1561766	10.5	0.0448717948717949	0.00921658986175115	217	small		NA	217
334	CN_S000046M345854	CN_S000046	CN_S000046M345854	345854	CN_S000046M1561766	35.5	0.151709401709402	0.0395480225988701	177	small		NA	177
335	CN_S000046M346239	CN_S000046	CN_S000046M346239	346239	CN_S000046M93458	29.5	0.126068376068376	0.037037037037037	189	small		NA	189
336	CN_S000046M1561750	CN_S000046	CN_S000046M1561750	1561750	CN_S000046M1561766	4.5	0.0192307692307692	0	225	quasi-redundent	204	no	227
337	CN_S000046M1561766	CN_S000046	CN_S000046M1561766	1561766	CN_S000046M1561750	4.5	0.0192307692307692	0	225	chosen	10990	no	227
338	CN_S000050M43618	CN_S000050	CN_S000050M43618	43618	CN_S000050M46100	32	0.136752136752137	0.0572916666666667	192	large		NA	192
339	CN_S000050M46100	CN_S000050	CN_S000050M46100	46100	CN_S000050M43618	32	0.136752136752137	0.0572916666666667	192	large		NA	192
340	CN_S000051M73525	CN_S000051	CN_S000051M73525	73525	NA	NA	NA	NA	234	single		NA	234
341	CN_S000053M40345	CN_S000053	CN_S000053M40345	40345	CN_S000053M233359	34	0.145299145299145	0.0388888888888889	180	small		NA	180
342	CN_S000053M131192	CN_S000053	CN_S000053M131192	131192	CN_S000053M233359	25.5	0.108974358974359	0.0307692307692308	195	small		NA	195
343	CN_S000053M233359	CN_S000053	CN_S000053M233359	233359	CN_S000053M131192	25.5	0.108974358974359	0.0307692307692308	195	small		NA	195
344	CN_S000054M127265	CN_S000054	CN_S000054M127265	127265	CN_S000054M127296	16	0.0683760683760684	0	202	quasi-redundent	209	no	202
345	CN_S000054M127296	CN_S000054	CN_S000054M127296	127296	CN_S000054M127265	16	0.0683760683760684	0	202	chosen	10990	no	202
346	CN_S000054M206919	CN_S000054	CN_S000054M206919	206919	CN_S000054M127265	26	0.111111111111111	0.010752688172043	186	small		NA	186
347	CN_S000054M207387	CN_S000054	CN_S000054M207387	207387	CN_S000054M207415	11	0.047008547008547	0	212	quasi-redundent	212	no	230
348	CN_S000054M207415	CN_S000054	CN_S000054M207415	207415	CN_S000054M207387	11	0.047008547008547	0	212	chosen	10990	no	230
349	CN_S000054M372072	CN_S000054	CN_S000054M372072	372072	CN_S000054M372104	16.5	0.0705128205128205	0	201	quasi-redundent	214	no	222
350	CN_S000054M372104	CN_S000054	CN_S000054M372104	372104	CN_S000054M372072	16.5	0.0705128205128205	0	201	chosen	10990	no	222
351	CN_S000054M372119	CN_S000054	CN_S000054M372119	372119	CN_S000054M372072	16.5	0.0705128205128205	0	201	quasi-redundent	214	no	222
352	CN_S000054M372194	CN_S000054	CN_S000054M372194	372194	CN_S000054M127265	27.5	0.117521367521368	0.0362694300518135	193	small		NA	193
353	CN_S000054M465123	CN_S000054	CN_S000054M465123	465123	CN_S000054M206919	46.5	0.198717948717949	0.0451612903225806	155	small		NA	155
354	CN_S000055M282679	CN_S000055	CN_S000055M282679	282679	CN_S000055M282690	21.5	0.0918803418803419	0	191	quasi-redundent	219	no	193
355	CN_S000055M282690	CN_S000055	CN_S000055M282690	282690	CN_S000055M282679	21.5	0.0918803418803419	0	191	chosen	10990	no	193
356	CN_S000055M1966802	CN_S000055	CN_S000055M1966802	1966802	CN_S000055M282679	40.5	0.173076923076923	0.0188679245283019	159	small		NA	159
357	CN_S000059M56249	CN_S000059	CN_S000059M56249	56249	CN_S000059M56254	9.5	0.0405982905982906	0	215	quasi-redundent	222	no	215
358	CN_S000059M56254	CN_S000059	CN_S000059M56254	56254	CN_S000059M56249	9.5	0.0405982905982906	0	215	chosen	10990	no	215
359	CN_S000059M56265	CN_S000059	CN_S000059M56265	56265	CN_S000059M56249	9.5	0.0405982905982906	0	215	quasi-redundent	222	no	215
360	CN_S000059M72088	CN_S000059	CN_S000059M72088	72088	CN_S000059M72132	63	0.269230769230769	0.135135135135135	148	outlier		NA	148
361	CN_S000059M72132	CN_S000059	CN_S000059M72132	72132	CN_S000059M72177	25	0.106837606837607	0	184	quasi-redundent	226	no	224
362	CN_S000059M72177	CN_S000059	CN_S000059M72177	72177	CN_S000059M72132	25	0.106837606837607	0	184	chosen	10990	no	224
363	CN_S000059M76088	CN_S000059	CN_S000059M76088	76088	CN_S000059M211082	25.5	0.108974358974359	0.0355329949238579	197	small		NA	197
364	CN_S000059M211082	CN_S000059	CN_S000059M211082	211082	CN_S000059M211098	7.5	0.032051282051282	0	219	quasi-redundent	229	no	225
365	CN_S000059M211098	CN_S000059	CN_S000059M211098	211098	CN_S000059M211082	7.5	0.032051282051282	0	219	chosen	10990	no	225
366	CN_S000059M211118	CN_S000059	CN_S000059M211118	211118	CN_S000059M211082	7.5	0.032051282051282	0	219	quasi-redundent	229	no	225
367	CN_S000059M280705	CN_S000059	CN_S000059M280705	280705	CN_S000059M211082	27.5	0.117521367521368	0.0264550264550265	189	small		NA	189
368	CN_S000059M292371	CN_S000059	CN_S000059M292371	292371	CN_S000059M211082	33	0.141025641025641	0.0434782608695652	184	small		NA	184
369	CN_S000059M499840	CN_S000059	CN_S000059M499840	499840	CN_S000059M591444	37.5	0.16025641025641	0.0404624277456647	173	small		NA	173
370	CN_S000059M523034	CN_S000059	CN_S000059M523034	523034	CN_S000059M523083	14	0.0598290598290598	0	206	quasi-redundent	235	no	223
